StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q114,Q114_1_TEXT,Q1,Q2,Q15,Q85,Q17,Q18,Q120,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q115,Q50,Q51,Q52,Q53,Q68,Q69,Q70,Q70_3_TEXT,Q71,Q34,Q93,Q37,Q95,Q87,Q92,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q111,Q42,Q42_3_TEXT,Q43,Q44,Q94,Q47,Q97,Q98,Q99,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q112,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q61,Q104,Q64,Q106,Q102,Q103,Q72,Q73,Q113,Q74,Q75,Q76,Q77,Q78,Q109,Q110,Q82,Q82_3_TEXT,Q101,Q107,Q108,Treatment Group
3/10/21 23:26,3/10/21 23:34,IP Address,*******,100,497,True,3/10/21 23:34,R_2tLIXfnwfoEuAtA,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,57d3ec302fa3300001453bb2,White,Male,36,"Some College, No Diploma",,Independent,Yes,Moderate,0k-24k,No,,,No,West Coast,Somewhat Support,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,Yes,Same,No,,Slightly important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,,Agree,Completely Disagree,Explain your opinion.,Depends on the situation all around and how many people will be in attendance. It should also be up to each individual.,Moderately Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Linked Fate Treatment Group
3/10/21 23:23,3/10/21 23:35,IP Address,*******,100,700,True,3/10/21 23:35,R_rrQEofDqBg6pAVX,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,59c0b12bcb3cd4000101cd75,White,Female,49,Bachelor's Degree,,Republican,Yes,Conservative,0k-24k,No,,,No,Southwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly agree,Strongly disagree,Extremely Lazy,Marginally Unintelligent,Yes,Same,Explain your opinion here.,The current political system gives blacks far more advantages over whites. ,Not at all important,,,,,,,,,,,,,,,,,,,,,"Yes,Explain your opinion",Money was funneled to him by way of gifts to his father. ,"Yes,Explain your opinion",He broke the rules. ,No,"Yes,Explain your opinion","If he doesn�t follow the rules, he should not be rewarded. ","Yes,Explain your opinion",It was against the rules. ,"No,Explain your opinion",He broke the rules. ,"Yes,Explain your opinion",He was using his position to bully the public. ,,Disagree,Completely Disagree,Agree,Completely Disagree,Completely Agree,Completely Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:26,3/10/21 23:35,IP Address,*******,100,542,True,3/10/21 23:35,R_1ptBmO58TmkTLBy,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,60432d9e8e681f2c3971d4b8,Hispanic/Latinx,Male,22,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,Yes,,No,,No,No,,No,,Yes,,No,,,Agree,Completely Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:27,3/10/21 23:36,IP Address,*******,100,547,True,3/10/21 23:36,R_3hgNpxNR7F9OmNL,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5edc81ee48cb0e95afe922b6,"White,Hispanic/Latinx",Female,27,"Professional Degree (PhD, JD, MD)",,Democrat,Yes,Liberal,300k-500k,No,,,No,Southwest,Somewhat Support,Somewhat Oppose,Somewhat disagree,Somewhat agree,Neutral,Moderately Intelligent,No,Worse,No,,Very important,,,,,,,Yes,,No,,No,No,,,Agree,Moderately Disagree,Agree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 23:29,3/10/21 23:36,IP Address,*******,100,409,True,3/10/21 23:36,R_2Ym1lJCypon6Hyl,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,6037360cc40c88b1e47f740b,White,Male,38,Bachelor's Degree,,Independent,Yes,Moderate,25k-50k,No,,,No,Midwest,Somewhat Support,Somewhat Oppose,Somewhat disagree,Somewhat agree,Marginally Lazy,Neutral,No,Worse,No,,Slightly important,,,,,,,,,,,,,,,,,,,,,No,,No,,No,No,,No,,Yes,,No,,,Agree,Completely Disagree,Agree,Moderately Agree,Moderately Agree,Moderately Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:25,3/10/21 23:37,IP Address,*******,100,717,True,3/10/21 23:37,R_1nZtZbDm5KN5kVF,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5a8ce265000dab00018ce084,White,Female,51,Associate's Degree,,Democrat,Yes,Moderate,51k-100k,No,,,No,Midwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Explain your opinion here.,I don't think it's set up for that purpose but I think it's one of many unhappy outcomes of the current political system. I think it's socioeconomically biased so that everyone under a certain economic level would need a miracle to get out.,Moderately important,,,,,,,,,,,,,,,,,,,,,Explain your opinion,"There's no guarantee he saw any benefit from money paid to his father. However, his father certainly did something illegal- and those who paid him. I guess Tennessee?",No,,No,Explain your opinion,"If the investigation turns up that he did have anything to do with illegal bribery? Yes. If not, no. Isn't that how investigation are supposed to work?",Explain your opinion,It is wrong because it's against NCAA rules. Which is weird because tuition is different among all schools so players are already being paid in kind in various ways.,No,,No,,,Agree,Moderately Disagree,Disagree,Moderately Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:21,3/10/21 23:37,IP Address,*******,100,928,True,3/10/21 23:37,R_2TUa1xazwZyeGS8,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ea9281361f86b38c9ebb73e,"White,Asian or Asian American",Female,32,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Southwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,Yes,No,,Agree,Neither Agree Nor Disagree,"Disagree,Explain your opinion.",just seems like an unnecessary risk,Completely Agree,Moderately Disagree,Completely Agree,Linked Fate Treatment Group
3/10/21 23:28,3/10/21 23:37,IP Address,*******,100,527,True,3/10/21 23:37,R_2c2imS9GcrktdiL,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fc68d8f9962c0143e7f9161,White,Female,40,"Some College, No Diploma",,Democrat,Yes,Liberal,51k-100k,No,,,No,Midwest,Somewhat Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Neutral,No,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,"Yes,Explain your opinion",He took money in the form of a car and housing. ,Yes,,No,"No,Explain your opinion",I'm not really sure ,"Yes,Explain your opinion",It is against the rules and he knew that. ,"No,Explain your opinion",He broke the rules. ,"No,Explain your opinion",We need figured that are in the forefront to stand up for wrong doings. ,Ypu missed a salary range in the beginning,Disagree,Completely Disagree,Disagree,Completely Agree,Completely Disagree,Neither Agree Nor Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:29,3/10/21 23:37,IP Address,*******,100,482,True,3/10/21 23:37,R_3pl6gc0Jc56qmue,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5c7ec8200ce9a10016fb5f5f,"White,Hispanic/Latinx",Male,31,Associate's Degree,,Independent,Yes,Moderate,51k-100k,Yes,,,No,Southeast,Somewhat Oppose,Somewhat Oppose,Neither agree nor disagree,Strongly agree,Marginally Lazy,Moderately Intelligent,Yes,Better,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No, cool,Disagree,Completely Disagree,Disagree,,Completely Disagree,Completely Disagree,Completely Disagree,Linked Fate Treatment Group
3/10/21 23:31,3/10/21 23:38,IP Address,*******,100,370,True,3/10/21 23:38,R_1jpv2jsHdu2ivWQ,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,600a3e38548d451a23b7699d,"Hispanic/Latinx,Other",Male,18,"Some College, No Diploma",,Democrat,Yes,Liberal,51k-100k,No,,,No,Southwest,Somewhat Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,No,,Agree,Neither Agree Nor Disagree,Explain your opinion.,I don�t know ,Completely Agree,Completely Disagree,Neither Agree Nor Disagree,Linked Fate Treatment Group
3/10/21 23:31,3/10/21 23:38,IP Address,*******,100,425,True,3/10/21 23:38,R_2E5ifLHLwhiBlvu,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5dd03b8141fb3f12402df66d,White,Male,64,Bachelor's Degree,,Democrat,Yes,Moderate,51k-100k,No,,,No,West Coast,Strongly Support,Strongly Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Extremely Intelligent,No,Worse,Yes,,Not at all important,Agree,Moderately Disagree,Disagree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:32,3/10/21 23:38,IP Address,*******,100,374,True,3/10/21 23:38,R_3lKPnlY5dp0VUVo,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,60068b57045d7d25d9fb1fb0,"White,Asian or Asian American",Male,29,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,Yes,,,Yes,West Coast,Strongly Support,Somewhat Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Moderately Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:29,3/10/21 23:38,IP Address,*******,100,585,True,3/10/21 23:38,R_0NAefEg1f1YyNR7,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,580d5d1f357e890001dd14ce,White,Male,37,High School Degree or GED,,Democrat,Yes,Liberal,25k-50k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Moderately Intelligent,No,Worse,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,Your payment is too low to meet prolific standards.,Agree,Moderately Agree,Disagree,,Completely Agree,Completely Disagree,Completely Agree,Linked Fate Treatment Group
3/10/21 23:32,3/10/21 23:39,IP Address,*******,100,383,True,3/10/21 23:39,R_1pX5CWf1y9iy56K,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,603e3483302d07c4ba21e4c1,Black or African-American,Male,32,"Master's Degree (MS, MBA, MED)",,Independent,Yes,Conservative,300k-500k,Yes,,,No,Midwest,Somewhat Support,Somewhat Support,Somewhat disagree,Neither agree nor disagree,Extremely Hardworking,Extremely Intelligent,No,Same,No,,Slightly important,Agree,Moderately Agree,Disagree,Completely Agree,Moderately Agree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:27,3/10/21 23:39,IP Address,*******,100,749,True,3/10/21 23:39,R_1NyvJgIeBxHpCfa,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e705d7fede0276399797769,"White,Hispanic/Latinx",Female,29,"Some College, No Diploma",,Democrat,Yes,Liberal,0k-24k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,No,Worse,Yes,,Very important,,,,,,,Yes,,No,,No,No,,,Agree,Completely Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 23:34,3/10/21 23:39,IP Address,*******,100,287,True,3/10/21 23:39,R_Q6peKx0Fy0WcJep,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ee68971dde4ef4056079287,White,Male,34,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,West Coast,Strongly Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,No,Worse,Yes,,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,No,no,Agree,Moderately Agree,Disagree,,Completely Agree,Completely Disagree,Moderately Agree,Linked Fate Treatment Group
3/10/21 23:36,3/10/21 23:40,IP Address,*******,100,198,True,3/10/21 23:40,R_2QEOEko8mj6zb3v,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,593ab35d51244c00013dcb69,White,Male,55,Bachelor's Degree,,Democrat,Yes,Moderate,25k-50k,No,,,No,West Coast,Somewhat Support,Somewhat Support,Strongly disagree,Somewhat agree,Neutral,Neutral,No,Worse,Yes,,Very important,Agree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:34,3/10/21 23:40,IP Address,*******,100,383,True,3/10/21 23:40,R_1DGvpKJOIgHwWJE,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ea8c7d4331a7e16545b054f,Hispanic/Latinx,Female,22,Bachelor's Degree,,Democrat,Yes,Liberal,0k-24k,No,,,No,Southwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat disagree,Marginally Hardworking,Marginally Intelligent,No,Same,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,No,,No,,No,No,,"Yes,No",,Yes,,No,,,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Neither Agree Nor Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:35,3/10/21 23:41,IP Address,*******,100,360,True,3/10/21 23:41,R_SGAAryVStu5OBYl,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,603862f99e00971c55fe0874,"White,Black or African-American",Male,30,"Some College, No Diploma",,Independent,Yes,Liberal,0k-24k,No,,,Yes,Northwest,Somewhat Oppose,Strongly Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,Yes,,Yes,,No,,No,,,Agree,Moderately Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:22,3/10/21 23:41,IP Address,*******,100,1130,True,3/10/21 23:41,R_1NCXJkg1Obd2HYY,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ae16c12e0feeb0001cb0cff,White,Male,59,Bachelor's Degree,,Independent,Yes,Moderate,25k-50k,No,,,No,Northwest,Somewhat Support,Neither Support Nor Oppose,Somewhat agree,Strongly disagree,Extremely Hardworking,Moderately Intelligent,Yes,Same,Explain your opinion here.,"If you believe you are a failure, you will be a failure, independent of race.",Not at all important,,,,,,,Explain your opinion.,"Probably, but don't know.",Explain your opinion,Don't know...,No,Explain your opinion,"If he is found to be guilty, yes.",no,,Moderately Disagree,Disagree,Neither Agree Nor Disagree,Moderately Agree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 23:36,3/10/21 23:43,IP Address,*******,100,431,True,3/10/21 23:44,R_10Mmr9WP3Ie6jJ4,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5df967d2f6191f6e87b236e6,Asian or Asian American,Male,30,Bachelor's Degree,,Democrat,Yes,Moderate,51k-100k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Neither agree nor disagree,Somewhat agree,Neutral,Neutral,Yes,Worse,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,Yes,,Yes,,No,,Yes,,,Disagree,Completely Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:29,3/10/21 23:44,IP Address,*******,100,918,True,3/10/21 23:44,R_2rw5WSxt6ucDfiS,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ebf1420ede6902fa8e8c5cd,"White,Other",Female,28,"Some College, No Diploma",,Independent,Yes,Liberal,51k-100k,No,,,No,Midwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Yes,,Extremely important,,,,,,,"Yes,Explain your opinion.",It appear that Jake Thomas benefited from nepotism.,"Yes,Explain your opinion","These rules should apply equally to all players, and if Jake Thomas broke them he should be penalized. ",No,No,,"I clicked �other� as well as �white�. I amWhite, from a multiracial family consisting of Black, White, and Asian members. I hope my answers were helpful. ",Agree,Completely Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 23:21,3/10/21 23:45,IP Address,*******,100,1442,True,3/10/21 23:45,R_2DNadD6MBck8nk5,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f317125c5a8420186619723,White,Male,34,"Master's Degree (MS, MBA, MED)",,Democrat,Yes,Liberal,51k-100k,No,,,No,Northeast,Strongly Support,Strongly Support,Somewhat disagree,Somewhat agree,Marginally Hardworking,Marginally Intelligent,No,Worse,No,,Slightly important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Disagree,Completely Disagree,Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Linked Fate Treatment Group
3/10/21 23:34,3/10/21 23:45,IP Address,*******,100,649,True,3/10/21 23:45,R_27Tip3gPclZTPoH,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,6006162aba585d9715e86804,White,Female,22,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,West Coast,Strongly Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,Black Americans have been historically discriminated against and institutionally disadvantaged for centuries. ,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,,Agree,Moderately Agree,"Disagree,Explain your opinion.",Contact sports can be especially dangerous in a pandemic. It's not worth the risk.,Completely Agree,Completely Disagree,Completely Agree,Linked Fate Treatment Group
3/10/21 23:40,3/10/21 23:45,IP Address,*******,100,299,True,3/10/21 23:45,R_1eELetfIN29MJqP,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5dcca03aa91395930545c76c,White,Male,31,Bachelor's Degree,,Independent,Yes,Liberal,51k-100k,No,,,No,Northeast,Strongly Support,Strongly Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Moderately Intelligent,No,Worse,Yes,,Very important,Agree,Completely Disagree,Disagree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:34,3/10/21 23:45,IP Address,*******,100,651,True,3/10/21 23:45,R_WASckmqredFVsEF,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f3ac835d0362c169cfab7db,"White,Hispanic/Latinx",Female,27,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Southwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Better,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,,Agree,Completely Agree,Disagree,,Completely Agree,Completely Disagree,Completely Agree,Linked Fate Treatment Group
3/10/21 23:37,3/10/21 23:46,IP Address,*******,100,539,True,3/10/21 23:46,R_3PY2W8T6DGw9BSO,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e1e18a526689418194b69e6,White,Female,35,Bachelor's Degree,,Independent,Yes,Liberal,51k-100k,No,,,No,Midwest,Neither Support Nor Oppose,Strongly Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,"From voter suppression to the school to prison pipeline, the american government was never meant to serve anyone other than straight white men.",Extremely important,,,,,,,"Yes,Explain your opinion.","Technically he broke the rules but considering the amount of money this young man generates for the NCAA, i don't fault him in the slightest","No,Explain your opinion","He's a kid. He made a mistake. Let him play. Whatever this gift amount was, it's far less than the grubby mugs at the top",No,"No,Explain your opinion","Again, he's a kid who understands his worth and is looking to be compensated. Why should this impact his career prospects?",,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/10/21 23:35,3/10/21 23:46,IP Address,*******,100,657,True,3/10/21 23:46,R_3NVwXjLd7peYyDF,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5dc50289718e6d39756e99f9,White,Male,62,"Master's Degree (MS, MBA, MED)",,Independent,Yes,Moderate,51k-100k,No,,,No,Southeast,Strongly Support,Somewhat Support,Somewhat disagree,Somewhat disagree,Marginally Hardworking,Moderately Intelligent,No,Worse,Yes,,Not at all important,Disagree,Completely Disagree,Agree,Completely Disagree,Completely Agree,Completely Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:39,3/10/21 23:46,IP Address,*******,100,407,True,3/10/21 23:46,R_1CKDYpcz8Fc6Lo1,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5bf9b46ccad1240001e8a496,White,Female,45,"Some College, No Diploma",,Independent,Yes,Moderate,0k-24k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,Yes,,Explain your opinion,I don't know,No,Explain your opinion,I don't know,Yes,,No,,Yes,,,Agree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Moderately Agree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:37,3/10/21 23:46,IP Address,*******,100,576,True,3/10/21 23:46,R_3FUMK1xpFBYpHhv,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,60179a9f39ce089f8ee23dfa,White,Female,35,"Some College, No Diploma",,Democrat,Yes,Liberal,300k-500k,Yes,,,No,Southeast,Neither Support Nor Oppose,Somewhat Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Explain your opinion here.,We have a long history of excluding black Americans from appropriate representation which means their interests are overlooked/suppressed,Moderately important,Agree,Moderately Agree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/10/21 23:34,3/10/21 23:46,IP Address,*******,100,754,True,3/10/21 23:46,R_0kR6QG0zjQHz58l,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e3f4c676d06fc1b240e6021,White,Male,62,Bachelor's Degree,,Republican,Yes,Conservative,300k-500k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat agree,Somewhat disagree,Neutral,Neutral,Yes,Same,Explain your opinion here.,Everyone has an equal chance to succeed when it comes to race. Wealth is the obstacle.,Not at all important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,Yes,,No,,No,,No,,none,Disagree,Completely Disagree,Disagree,Moderately Agree,Moderately Disagree,Neither Agree Nor Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/10/21 23:38,3/10/21 23:46,IP Address,*******,100,479,True,3/10/21 23:46,R_tEUsicZ9YtkVBHr,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5c5c75d6329ee20001083061,Hispanic/Latinx,Male,38,Bachelor's Degree,,Democrat,Yes,Moderate,51k-100k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,No,Worse,Yes,,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,none,Agree,Moderately Agree,Disagree,,Completely Agree,Neither Agree Nor Disagree,Completely Agree,Linked Fate Treatment Group
3/10/21 23:41,3/10/21 23:47,IP Address,*******,100,336,True,3/10/21 23:47,R_1C0XenIGuL10BdA,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,55592b04fdf99b21cfd8f666,Asian or Asian American,Male,22,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,West Coast,Neither Support Nor Oppose,Somewhat Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,No,Worse,Yes,,Slightly important,Agree,Moderately Agree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
